CustomerID,CountryCode,City,State,Zip
829901,34,Rock Spring,GA,30739
354626,96,Trona,CA,93562
296454,97,Sterling,VA,22170
867400,42,Creswell,NC,27928
354161,98,Casanova,VA,22017
906193,99,Ames,NE,68621
602041,100,South Lake Tahoe,CA,96152
514224,27,Richardson,TX,75080
834046,101,Portland,OR,97233
538803,102,Hancock,VT,5748
487412,103,Wardsboro,VT,5355
286281,104,North Newton,KS,67117
788924,105,Lelia Lake,TX,79240
416576,106,South Beach,OR,97366
960215,107,Lowndesville,SC,29659
549513,108,Wichita,KS,67217
509864,106,Midkiff,WV,25540
832966,27,Dallas,TX,75210
306746,109,Adkins,TX,78101
945031,110,Highland,KS,66035
684637,111,San Jose,CA,95196
891328,112,Tonasket,WA,98855
383614,113,Richmond,CA,94850
180789,114,Amarillo,TX,79103
356050,115,Monterey Park,CA,91756
185465,116,Meridian,MS,39305
687184,117,Pelzer,SC,29669
489916,118,Barnes City,IA,50027
435833,21,Cook Springs,AL,35052
702411,119,West Charleston,VT,5872
645244,120,Clayton,KS,67629
755710,121,Munfordville,KY,42765
329638,122,Mountain View,OK,73062
947428,29,Alexandria,VA,22321
353117,123,Harris,NC,28074
525537,124,Waterloo,IN,46793
117598,125,Garden City,TX,79739
957898,80,Mc Andrews,KY,41543
643106,71,Clearwater,FL,33758
691376,109,Boerne,TX,78015
290435,126,New Lisbon,WI,53950
428318,78,South Bend,IN,46612
709493,27,Waukee,IA,50263
837051,127,Haxtun,CO,80731
818907,128,Milesburg,PA,16853
613084,129,Magee,MS,39111
400205,60,Golden Gate,IL,62843
363221,42,Meadowview,VA,24361
445473,130,Farmingdale,NY,11774
229262,131,Dunreith,IN,47337
952927,132,Denver,CO,80239
723502,133,Jal,NM,88252
642626,134,Mount Tremper,NY,12457
470485,135,Glendon,NC,27251
620100,136,Sandgap,KY,40481
771679,48,Ravensdale,WA,98051
904561,137,Springboro,PA,16435
465279,138,Manton,MI,49663
293923,139,Amanda Park,WA,98526
331158,115,Canoga Park,CA,91305
483286,140,Nova,OH,44859
957621,141,Scaly Mountain,NC,28775
464683,142,Jackson,MS,39232
431073,143,Miami,FL,33156
346953,144,Mio,MI,48647
209718,145,Cheyenne,WY,82010
179094,146,Milburn,OK,73450
209065,147,Philadelphia,PA,19193
915973,148,Monterey,MA,1245
793674,149,Gilbert,AR,72636
665291,150,Wesson,MS,39191
258503,151,Taunton,MN,56291
910235,152,San Francisco,CA,94126
605376,153,Hunter,OK,74640
291167,154,Pismo Beach,CA,93448
864600,155,Eugene,OR,97405
862997,59,Des Moines,IA,50339
989496,156,Livermore,CA,94550
411593,157,Harwood,MD,20776
462737,158,Brimfield,MA,1010
634772,159,Talcott,WV,24981
864491,160,Dunbar,WI,54119
771200,161,Campobello,SC,29322
541253,162,Appleton,MN,56208
704999,163,Houston,TX,77205
847603,164,Clark,PA,16113
462706,165,Port Edwards,WI,54469
988654,16,Scottsdale,AZ,85258
130373,166,Dover Afb,DE,19902
490970,167,Carlisle,IN,47838
885253,168,Pingree,ND,58476
996402,169,Neeses,SC,29107
947623,170,Monango,ND,58471
184402,41,Chicago,IL,60701
924964,171,Boone,NC,28607
183909,172,South Milford,IN,46786
354069,173,Milwaukee,WI,53235
613719,174,Clearmont,WY,82835
357718,175,Clyde,MO,64432
834650,176,Bankston,AL,35542
888177,177,Keithville,LA,71047
663522,178,Shawnee Mission,KS,66223
807484,176,Masontown,PA,15461
576715,179,Albany,NY,12242
387891,180,Morganza,MD,20660
875533,156,Berkeley,CA,94709
704654,181,Broken Arrow,OK,74014
396706,182,Towaoc,CO,81334
837859,183,Tilden,IL,62292
906924,184,San Rafael,CA,94912
244379,94,Oxford,PA,19363
431394,185,Boston,MA,2205
549982,12,Germantown,MD,20875
766429,186,Wagner,SD,57380
344898,187,Menasha,WI,54952
426061,188,Lakeville,MI,48366
788422,189,Burfordville,MO,63739
494903,190,Walhalla,SC,29691
939209,191,Salem,NM,87941
415047,192,Round Rock,TX,78683
172373,85,Lyndora,PA,16045
956982,193,Thompson,MO,65285
377842,88,Bradenton,FL,34280
735648,194,Parkin,AR,72373
856621,100,El Dorado,CA,95623
410532,195,Mount Auburn,IL,62547
387199,8,Louisville,KY,40250
486442,124,Tucker,GA,30085
712096,178,Shawnee Mission,KS,66219
187207,196,Inverness,FL,34452
583435,27,Dallas,TX,75203
652292,127,Helena,AR,72342
839764,12,Willow Grove,PA,19090
817441,94,Exton,PA,19341
319686,197,Morton,MS,39117
340456,40,Sykeston,ND,58486
862292,12,Wellsville,MO,63384
155455,198,Oak Grove,LA,71263
755512,199,Printer,KY,41655
350036,200,Bismarck,ND,58503
660160,201,Las Vegas,NV,89122
615367,79,Mason,KY,41054
926340,8,Arvada,CO,80004
741414,202,Northome,MN,56661
552215,30,Bay Village,OH,44140
629523,203,Switzer,WV,25647
257355,115,Montrose,CA,91020
405704,204,Oconto,NE,68860
809563,114,Amarillo,TX,79174
551274,205,Long Island,ME,4050
410721,206,Fruitvale,TX,75127
411970,199,Allen,KY,41601
502786,207,Commerce,TX,75429
779981,8,Golden,CO,80402
243913,208,Corpus Christi,TX,78414
465563,209,Battletown,KY,40104
126947,210,Ludowici,GA,31316
997123,211,Spanaway,WA,98387
768053,212,Rosiclare,IL,62982
922004,213,Emigrant,MT,59027
893257,214,Mount Vernon,MO,65712
513516,3,Kingfield,ME,4947
550688,18,Washington,DC,20003
578658,215,Norfolk,VA,23515
687401,47,Celina,TN,38551
616542,216,Roma,TX,78584
229674,217,Herron,MI,49744
910839,218,Dora,MO,65637
916771,70,Ellicott City,MD,21041
917366,219,Bulls Gap,TN,37711
138184,61,Winterville,ME,4788
752368,214,Stotts City,MO,65756
246567,179,Albany,NY,12214
364826,220,Woodbury,CT,6798
818588,221,Slayden,TN,37165
976130,222,Monroeton,PA,18832
113693,59,River Ranch,FL,33867
259326,223,Pattison,MS,39144
203015,3,Frankfort,KY,40604
507960,224,Gainesville,FL,32611
685086,225,North Bloomfield,OH,44450
377827,226,Pilgrims Knob,VA,24634
793908,227,Hookerton,NC,28538
562756,228,Grand Forks,ND,58203
593831,60,Aldenville,PA,18401
654413,229,Algonquin,IL,60102
177908,71,Saint Petersburg,FL,33715
213923,195,Oldfield,MO,65720
453046,35,Macomb,MI,48042
416395,230,Cubero,NM,87014
428638,203,Pecks Mill,WV,25547
185040,231,Interlochen,MI,49643
369773,227,Springfield,MO,65804
509313,232,Madison Lake,MN,56063
842810,233,Ucon,ID,83454
641526,169,Bowman,SC,29018
347756,234,White Oak,WV,25989
310825,235,Brunsville,IA,51008
676338,236,Augusta,GA,30914
982306,237,Hodgenville,KY,42748
912439,238,Redwood City,CA,94065
300153,239,Sugar Land,TX,77479
324892,240,Bremerton,WA,98310
742590,241,Hamletsburg,IL,62944
402636,242,Amber,OK,73004
405301,243,Spencer,NE,68777
948900,244,Lansing,MI,48937
718875,201,Mesquite,NV,89027
484415,245,Valley Home,CA,95384
350283,246,Bledsoe,TX,79314
765212,247,Oklahoma City,OK,73114
760606,143,Miami,FL,33166
331661,248,Islesford,ME,4646
224563,249,Sacramento,CA,95864
449882,250,Vernal,UT,84079
450738,251,Brinkley,KY,41805
806622,252,Taloga,OK,73667
385833,12,Pottstown,PA,19464
763163,98,Casanova,VA,22017
897397,253,Basalt,ID,83218
862696,254,Elizabeth,PA,15037
696128,163,Houston,TX,77226
396732,255,Versailles,KY,40383
525550,256,Ettrick,WI,54627
391646,136,Whitleyville,TN,38588
869042,9,Memphis,TN,38159
265358,136,Hollytree,AL,35751
868673,257,Washington,AR,71862
626383,258,Paterson,NJ,7510
150291,259,Cardin,OK,74335
909677,18,Washington,DC,20242
138191,260,Coyanosa,TX,79730
321519,261,Waterflow,NM,87421
776039,262,Rosalia,WA,99170
121192,263,Reidsville,NC,27320
348481,59,West Des Moines,IA,50265
156143,153,Antimony,UT,84712
986792,9,Memphis,TN,38173
567275,264,Bruington,VA,23023
441872,265,Nowata,OK,74048
247716,266,Raleigh,NC,27601
707951,27,Dallas Center,IA,50063
749500,267,Lemoore,CA,93246
302532,268,Mountain Pine,AR,71956
554841,269,Elgin,MN,55932
341481,270,Detour,MD,21725
406419,271,Waterloo,IA,50702
548138,201,Henderson,NV,89015
613380,272,Altoona,WI,54720
668685,273,Bay Port,MI,48720
805231,274,Holcomb,MS,38940
765983,275,Desert Center,CA,92239
383673,199,Floyd,IA,50435
308543,49,Orange,CA,92859
811224,53,San Diego,CA,92152
637979,276,Americus,GA,31719
431097,277,Ponca City,OK,74604
509371,278,Lockbourne,OH,43137
290554,279,Honomu,HI,96728
398989,280,Pattonsburg,MO,64670
551061,281,Groveton,NH,3582
384939,1,Bolingbroke,GA,31004
179692,282,Richey,MT,59259
628495,283,Weymouth,MA,2190
394010,64,Hudson,ME,4449
372801,59,Polk City,FL,33868
999307,65,Torbert,LA,70781
486707,284,Lexington,NC,27292
312646,285,Flint,TX,75762
581520,286,Langford,SD,57454
701494,287,Warfield,KY,41267
617343,288,Saum,MN,56674
653595,289,Somerset Center,MI,49282
248995,93,Decatur,AL,35602
739214,290,Waterbury,CT,6708
939293,291,Murray,KY,42071
382405,201,Minneola,KS,67865
978581,292,Riverdale,MD,20737
802411,26,Julian,WV,25529
438290,293,Columbiana,OH,44408
375215,28,North River,NY,12856
419637,294,Grady,NM,88120
887447,295,Lander,WY,82520
736349,296,Freeport,MN,56331
710423,297,Milton,KS,67106
392529,298,Corunna,MI,48817
922113,201,Vancouver,WA,98665
994548,148,Adams,MA,1220
849237,299,Kenner,LA,70097
124742,1,Tavernier,FL,33070
612842,24,Nashua,NH,3061
149140,300,Meyersdale,PA,15552
927344,301,Redford,MO,63665
375880,302,Salinas,CA,93902
403048,211,Plum City,WI,54761
258773,60,Johnsonville,IL,62850
602135,42,Creswell,NC,27928
673774,303,Saranac,NY,12981
875902,304,Elkhart,IN,46517
296157,305,Evansville,IN,47711
788810,306,Gladstone,MI,49837
328375,201,Las Vegas,NV,89111
601554,16,Phoenix,AZ,85070
828621,307,San Ygnacio,TX,78067
285385,9,Oconee,IL,62553
556750,308,Grace City,ND,58445
428798,309,Endicott,NY,13760
920890,310,Broad Brook,CT,6016
619908,311,Williamsport,PA,17703
608086,312,Sunset,TX,76270
887855,313,Austin,TX,78748
593416,314,Payson,AZ,85541
453240,27,Dallas,TX,75350
333131,60,Kiahsville,WV,25534
704255,145,Horse Creek,WY,82061
836272,315,New Church,VA,23415
870724,316,Whitmore Lake,MI,48189
309197,24,Manchester,NH,3111
868288,317,Dixie,GA,31629
289702,77,Lowgap,NC,27024
229399,82,Madison,WI,53704
409602,318,Ary,KY,41712
926666,319,Saint Leo,MN,56286
146904,106,Mc Kinney,KY,40448
783011,320,Mannsville,KY,42758
373115,158,Hampden,MA,1036
829747,321,Belhaven,NC,27810
390136,214,Town Creek,AL,35672
418115,322,Oatman,AZ,86433
595624,11,Nichols,WI,54152
334312,323,Wilsons,VA,23894
693498,324,Augusta,ME,4336
612413,325,Kingman,AZ,86409
477357,176,Wickhaven,PA,15492
406344,326,Brookston,MN,55711
659040,327,Northville,SD,57465
393086,328,Albany,MO,64402
547881,103,Westminster,VT,5158
401585,329,Jefferson City,MO,65104
275099,330,Brownsville,IN,47325
295128,331,Lonoke,AR,72086
368884,332,Post,TX,79356
801641,333,Hawk Run,PA,16840
596849,141,Tuskegee,AL,36083
319677,334,Kermit,TX,79745
214725,335,Fork,SC,29543
838989,336,Evansville,WY,82636
204641,337,Havertown,PA,19083
781241,49,Newport Beach,CA,92659
308548,338,Avon,MT,59713
788639,339,Wilmington,DE,19887
773441,340,Oklahoma City,OK,73165
710473,100,Grizzly Flats,CA,95636
280616,137,Roberta,GA,31078
926471,286,Gilbertsville,KY,42044
420058,36,Huntsville,AL,35814
923618,171,Valle Crucis,NC,28691
626643,341,Mount Pleasant,FL,32352
709787,27,Dallas,TX,75253
605917,342,Revelo,KY,42638
203063,47,Dille,WV,26617
832795,56,Metz,WV,26585
846758,343,Sheffield,IL,61361
817618,18,Washington,DC,20241
589012,53,San Diego,CA,92123
389576,344,Victor,CA,95253
254755,345,Van Buren,MO,63965
580822,179,Albany,NY,12248
448922,346,West Bend,WI,53096
916834,347,Burlington,MI,49029
352019,285,Tyler,TX,75702
807476,348,Trampas,NM,87576
213620,349,Fordland,MO,65652
510975,350,Charlotte,NC,28280
682658,351,Spring Church,PA,15686
920812,271,Dewar,IA,50623
335636,36,Morrisville,NY,13408
758862,352,Montrose,CO,81402
986092,28,Columbus,PA,16405
647012,353,Ogallah,KS,67656
358642,347,Pittsboro,MS,38951
640581,234,Arnett,WV,25007
822054,354,Larrabee,IA,51029
251321,115,Canoga Park,CA,91305
875792,355,Maryville,TN,37801
432229,356,Portis,KS,67474
306701,294,Clovis,NM,88102
996381,309,Maine,NY,13802
376941,62,Little Rock,AR,72207
497576,175,Ravenwood,MO,64479
182058,96,Rancho Cucamonga,CA,91730
489450,8,Union Church,MS,39668
318089,357,Ionia,NY,14475
301953,358,Gadsden,AL,35905
329907,12,Montgomery,AL,36136
696295,359,Copenhagen,NY,13626
635271,8,Louisville,KY,40268
315034,360,Greenville,VA,24440
285675,361,Hubert,NC,28539
177300,216,Roma,TX,78584
814002,345,Tatums,OK,73487
580274,48,Seattle,WA,98136
863434,115,Burbank,CA,91523
768022,88,Manasota,FL,34260
292052,46,Green Bay,WI,54344
395472,74,Buffalo,MN,55313
669795,178,Rio Vista,TX,76093
259749,362,Eola,TX,76937
862228,225,West Farmington,OH,44491
882209,363,Showell,MD,21862
840009,364,Mount Moriah,MO,64665
413384,214,Huron,IN,47437
408482,89,Fort Lauderdale,FL,33309
666407,24,Tampa,FL,33633
218533,365,Peever,SD,57257
973342,366,Huslia,AK,99746
197578,367,Birmingham,AL,35275
669996,368,Galesburg,KS,66740
539579,369,Mcallen,TX,78502
125872,72,Levittown,PA,19059
837426,115,Burbank,CA,91521
235913,29,Alexandria,VA,22315
274339,370,Donnelly,ID,83615
512957,267,Brooklyn,NY,11232
235415,343,Malden,IL,61337
586433,371,Pawling,NY,12564
255982,372,Lafayette,IN,47905
357307,373,Linwood,NJ,8227
667859,280,Owensboro,KY,42301
503729,374,Hereford,TX,79045
637992,330,Farmerville,LA,71241
809585,375,Byron,NE,68325
960549,3,Columbus,OH,43251
232646,267,Brooklyn,NY,11209
741386,376,Ovid,ID,83260
184514,377,El Paso,TX,79926
447090,290,New Haven,CT,6504
272372,378,Stratton,CO,80836
901940,379,Waverly,AL,36879
863659,380,Stuart,IA,50250
482788,275,Temecula,CA,92593
390321,176,Peachtree City,GA,30269
984074,28,Belvidere,NJ,7823
420425,381,Mount Vision,NY,13810
847428,111,Sunnyvale,CA,94090
636027,275,Riverside,CA,92507
894744,156,Fremont,CA,94538
745058,18,Washington,DC,20539
814720,106,Sod,WV,25564
799474,382,Coleman,GA,39836
430660,383,Atlantic Beach,NC,28512
502976,384,Homer,MN,55942
443961,385,Ronceverte,WV,24970
980544,386,Keystone,NE,69144
236627,387,Effie,MN,56639
259771,56,Guin,AL,35563
316153,126,Hustler,WI,54637
602901,388,Montclair,NJ,7043
319426,389,Camp Point,IL,62320
717322,16,Glendale,AZ,85303
603441,381,Edmeston,NY,13335
316773,390,Raton,NM,87740
561706,391,Indianapolis,IN,46296
283233,392,Iuka,KS,67066
360785,393,Ogunquit,ME,3907
568396,115,Azusa,CA,91702
569208,394,Fellsmere,FL,32948
862508,326,Saint Louis,MO,63123
595400,395,Clarks,NE,68628
391677,396,South Richmond Hill,NY,11419
629094,26,Diamond City,AR,72630
538099,145,Cheyenne,WY,82008
447315,239,Richmond,TX,77406
866533,229,Crystal Lake,IL,60039
223842,397,Saint Mary Of The Woods,IN,47876
695913,398,Bruce,SD,57220
703258,157,Linthicum Heights,MD,21090
799440,399,Halsey,OR,97348
322907,400,Cloquet,MN,55720
927582,401,Kimmell,IN,46760
421662,300,North Anson,ME,4958
626217,402,La Jara,CO,81140
563278,205,Fayetteville,NC,28312
377693,403,Deltona,FL,32725
890991,404,Branch,LA,70516
314801,405,Windsor Mill,MD,21244
207814,406,Apulia Station,NY,13020
202115,407,Isaban,WV,24846
921413,201,Las Vegas,NV,89149
156912,7,Liberty,WV,25124
214684,203,Padroni,CO,80745
915227,74,Belmond,IA,50421
358685,408,Green,OH,44232
893055,199,Drift,KY,41619
195707,188,Lake Orion,MI,48361
848244,285,Tyler,TX,75703
264711,409,Truesdale,IA,50592
504189,410,Cincinnati,OH,45253
930232,411,Bonita Springs,FL,33923
163114,412,Boulder,CO,80302
653650,413,Ottosen,IA,50570
114498,12,Alston,GA,30412
879035,115,Northridge,CA,91326
644180,27,Carrollton,TX,75006
228031,414,Buskirk,NY,12028
338621,39,Schnecksville,PA,18078
920425,415,Denair,CA,95316
378735,96,Fontana,CA,92337
781527,416,Barker,NY,14012
517758,60,Plymouth,MI,48170
419690,35,New Haven,MI,48050
215358,417,Draper,UT,84020
268404,418,Forrest City,AR,72336
844671,419,Ft Devens,MA,1433
631876,420,Hull,TX,77564
666689,421,Sharon Grove,KY,42280
317405,55,Mount Vernon,AL,36560
266463,422,Rushville,IL,62681
326786,423,Cedar Springs,GA,39832
812211,424,Brownville,NE,68321
634529,255,Secor,IL,61771
831799,425,White Heath,IL,61884
525091,426,Camden,NJ,8103
978800,427,Sugar Hill,NH,3586
739146,428,Brady Lake,OH,44211
704797,237,Hodgenville,KY,42748
567772,429,Moulton,TX,77975
310173,430,Waianae,HI,96792
144548,152,San Francisco,CA,94155
734469,431,Monroe,LA,71213
630016,201,Las Vegas,NV,89185
780778,63,Mc Shan,AL,35471
538505,432,Lansing,MI,48907
579723,433,Lakeland,MI,48143
901762,434,Point Of Rocks,WY,82942
765235,435,Ninety Six,SC,29666
186047,436,Laguna Park,TX,76644
389919,267,Kettleman City,CA,93239
990488,364,New Rumley,OH,43984
385559,437,Cobleskill,NY,12043
998903,438,Protection,KS,67127
929869,12,Linden,IN,47955
435093,56,Hillsboro,KS,67063
858385,71,Saint Petersburg,FL,33710
716058,439,Coker,AL,35452
371501,191,Mesilla Park,NM,88047
330900,16,Mesa,AZ,85212
508854,440,Catalina,AZ,85738
417646,441,Stony Run,PA,19557
196640,442,Bronx,NY,10468
732435,60,Dearborn,MI,48128
784503,27,Dallas,TX,75315
705501,163,Houston,TX,77037
655342,123,Ellenboro,NC,28040
945089,49,Orlando,FL,32828
935819,55,Mobile,AL,36611
772602,406,Syracuse,NY,13251
890888,53,San Diego,CA,92147
927902,443,Petal,MS,39465
919021,444,Allen Junction,WV,25810
361407,445,Burlington,NC,27217
175904,446,Longville,LA,70652
251891,48,Seattle,WA,98181
965500,447,Alton,VA,24520
166633,448,Muncie,IL,61857
259575,449,Miller City,IL,62962
836165,450,Beardsley,MN,56211
484597,8,Louisville,KY,40231
682475,115,Santa Monica,CA,90408
825983,53,San Diego,CA,92145
128477,451,Adams,OR,97810
744163,8,Sackets Harbor,NY,13685
383161,238,Daly City,CA,94015
507995,452,Penn Valley,CA,95946
508004,453,Paeonian Springs,VA,20129
662220,49,San Juan Capistrano,CA,92693
347957,454,Embudo,NM,87531
790041,1,Luna Pier,MI,48157
243683,455,Gary,IN,46406
820854,433,Chillicothe,MO,64601
219494,92,Erie,PA,16532
355333,5,Burlington,IN,46915
674758,456,Millbrook,AL,36054
591213,1,Stafford,OH,43786
606551,457,Mooresville,AL,35649
321983,51,Sheridan,NY,14135
280235,41,Chicago,IL,60675
814062,458,Saint Francis,MN,55070
375719,28,Oakland,KY,42159
812440,16,Phoenix,AZ,85085
526095,459,State Park,SC,29147
480343,460,Mazon,IL,60444
387512,372,Lafayette,IN,47901
411827,461,Norwich,OH,43767
379192,462,Wall,SD,57790
745056,293,Negley,OH,44441
343590,249,Sacramento,CA,94278
292943,463,Irene,TX,76650
821131,179,Albany,NY,12260
274488,464,Ithaca,NY,14850
300647,199,Drift,KY,41619
563480,465,Hornell,NY,14843
695502,466,Unionville,IA,52594
593435,467,Monroe,WA,98272
628748,412,Boulder,CO,80301
391027,115,Los Angeles,CA,90056
777314,468,Roseville,CA,95747
987973,459,Mooreton,ND,58061
414100,469,Palm Coast,FL,32137
128069,470,Masterson,TX,79058
953557,213,Cooke City,MT,59020
741578,216,Rio Grande City,TX,78582
528503,236,Hamlet,NC,28345
992542,213,Powell,WY,82435
292646,471,Pittsfield,NH,3263
704563,393,Mc Cool Junction,NE,68401
698791,89,Fort Lauderdale,FL,33321
526168,18,Washington,DC,20578
891639,452,Truckee,CA,96160
641307,472,Mohall,ND,58761
354053,473,Big Spring,KY,40106
719451,474,Cumming,GA,30131
390131,225,Cortland,OH,44410
355249,42,Clemons,NY,12819
583972,13,Aroma Park,IL,60910
358904,475,Albuquerque,NM,87110
706362,247,Oklahoma City,OK,73102
147225,235,Marion,MA,2738
986041,379,Shannon,MS,38868
929826,115,Los Angeles,CA,90077
995551,476,Isola,MS,38754
607132,259,Oak Harbor,OH,43449
290565,477,Okeechobee,FL,34973
296852,478,Eagle River,WI,54521
608230,351,Freeport,PA,16229
850042,479,Geneseo,KS,67444
763441,480,Rosedale,MS,38769
828962,481,Saint Simons Island,GA,31522
493020,482,New Town,MA,2456
530089,483,Mount Juliet,TN,37121
386711,38,Doniphan,MO,63935
857807,16,Litchfield Park,AZ,85340
377190,379,Elliott,SC,29046
298803,484,Crawfordville,GA,30631
372452,22,Chetek,WI,54728
580489,12,Gaithersburg,MD,20898
613875,485,Jacksonville,OH,45740
707888,74,Waverly,MN,55390
454442,404,Branch,LA,70516
184562,131,Sulphur Springs,IN,47388
695969,49,Orlando,FL,32860
445332,486,Burton,MI,48529
624271,310,Hartford,CT,6126
861922,487,Baltimore,MD,21260
658898,115,Culver City,CA,90233
127075,488,Wentworth,MO,64873
423011,489,Vichy,MO,65580
711581,490,Rochester,VT,5767
927847,8,Tiltonsville,OH,43963
977563,23,Kingsburg,CA,93631
232875,283,Brookline Village,MA,2447
642447,491,Ferndale,WA,98248
609424,364,Laconia,IN,47135
176971,196,Hernando,FL,34442
124449,122,Mullinville,KS,67109
720547,492,Bohannon,VA,23021
449995,493,Whitewright,TX,75491
652873,146,Middlesex,NC,27557
703906,494,Winston,MT,59647
294025,495,Oxford,MD,21654
682902,8,Birmingham,AL,35293
649679,496,Sistersville,WV,26175
626899,49,Orange,CA,92666
118144,389,Fowler,IL,62338
875693,12,New Market,IN,47965
409197,92,Wattsburg,PA,16442
556895,388,Lynn,MA,1902
258062,166,Grand Rapids,MI,49501
888447,435,Hamilton,KS,66853
184520,497,Hebron,ME,4238
234615,28,Cumming,IA,50061
880500,498,Skagway,AK,99840
276557,499,Sieper,LA,71472
253914,500,Blount,WV,25025
214151,88,Longboat Key,FL,34228
600965,501,Minneapolis,MN,55424
582395,17,Dunfermline,IL,61524
268040,502,Naples,FL,34101
265738,4,Seymour,IL,61875
386523,154,San Miguel,CA,93451
738090,136,Kansas City,MO,64142
597179,12,Silver Spring,MD,20918
667427,503,Waco,TX,76706
569695,248,Frenchboro,ME,4635
690528,196,Inverness,FL,34453
345118,504,Kellogg,ID,83837
163411,505,Windsor,OH,44099
751229,179,Feura Bush,NY,12067
804129,293,Columbiana,OH,44408
918594,506,Harrisonville,MO,64701
366810,188,Clarkston,MI,48346
813992,507,Bloom City,WI,54617
596960,508,Longview,WA,98632
930076,509,Virginia Beach,VA,23464
606888,185,Huntington Station,NY,11750
381302,510,Ludlow,PA,16333
365733,511,Burkes Garden,VA,24608
211648,49,Orlando,FL,32856
998499,36,Norris,MT,59745
275262,239,Richmond,TX,77407
366361,512,Offutt A F B,NE,68113
495571,396,Far Rockaway,NY,11693
400422,513,Vinton,LA,70668
641760,514,Damascus,AR,72039
216738,147,Philadelphia,PA,19185
983720,515,Stinnett,TX,79083
818136,516,Hardwick,GA,31034
186578,517,Middlesboro,KY,40965
299513,326,Saint Louis,MO,63114
361480,518,South Dayton,NY,14138
473266,231,Old Mission,MI,49673
967064,399,Central City,IA,52214
720426,519,Greenville,KY,42345
811632,520,Pearland,TX,77584
